Referência,Quartos,Banheiros,Suítes,Vagas de Garagem,Bairro,Área Total,Valor Venda
132860-4,3,2,0,2,Uvaranas,164,430000
148460-4,3,2,1,3,Jardim Carvalho,241,350000
154166-4,3,1,1,1,Oficinas,241,300000
146507-4,3,2,1,2,Uvaranas,80,169900
154050-4,2,1,0,1,Uvaranas,173,165000
120001-4,1,1,0,2,Boa Vista,360,150000
135027-4,3,1,0,2,Chapada,212,140000
125769-4,2,1,0,2,Uvaranas,173,136000
135026-4,2,2,1,3,Cará-cará,121,135000
147038-4,2,1,0,1,Uvaranas,40,130000
132480-4,3,1,0,2,Contorno / Sta. Paula,177,129990
126629-4,2,1,0,1,Contorno / Sta. Paula,45,126900
142938-4,2,1,0,1,Ronda,225,99000
80449-4,2,1,0,1,Uvaranas,173,95000
106618-4,3,2,1,2,Uvaranas,173,690000
126900-4,4,1,1,4,Estrela,249,650000
145960-4,4,2,1,4,Nova Rússia,237,650000
134592-4,4,6,2,3,Estrela,990,1800000
142989-4,6,4,1,4,Uvaranas,638,1250000
102109-4,3,4,1,2,Orfãs,335,1100000
134491-4,3,4,1,4,Uvaranas,194,700000
153617-4,3,3,1,2,Uvaranas,173,695000
148409-4,3,3,1,2,Jardim Carvalho,150,690000
24420-4,3,3,1,2,Ronda,225,690000
151295-4,3,2,1,2,Jardim Carvalho,241,690000
146903-4,3,3,0,3,Centro,180,690000
149078-4,3,1,0,2,Jardim Carvalho,150,690000
149079-4,3,2,1,2,Jardim Carvalho,150,690000
147713-4,3,2,0,2,Oficinas,573,680000
154750-4,3,2,1,2,Oficinas,147,680000
144332-4,3,2,1,2,Oficinas,152,680000
135040-4,3,2,3,2,Uvaranas,173,680000
128538-4,3,3,0,2,Estrela,250,680000
107299-4,3,2,0,1,Jardim Carvalho,241,680000
120198-4,2,2,1,3,Jardim Carvalho,1683,680000
143699-4,3,1,0,2,Uvaranas,162,680000
143700-4,3,2,1,2,Uvaranas,162,680000
145500-4,4,3,1,3,Orfãs,300,680000
125978-4,3,2,1,2,Neves,180,680000
147195-4,3,3,2,2,Oficinas,149,680000
126585-4,3,3,1,2,Uvaranas,180,680000
146592-4,3,3,0,2,Ronda,230,670000
154838-4,3,3,1,4,Orfãs,476,657200
102701-4,3,3,1,4,Chapada,290,650000
111095-4,5,4,2,2,Oficinas,230,650000
94383-4,3,2,1,2,Ronda,225,650000
127326-4,4,3,0,3,Orfãs,230,650000
151118-4,3,4,2,2,Orfãs,265,650000
145435-4,2,2,0,2,Uvaranas,462,650000
154123-4,3,1,0,3,Orfãs,324,650000
95221-4,3,2,1,2,Estrela,170,650000
145451-4,3,3,1,3,Estrela,250,650000
21829-4,4,2,1,3,Centro,384,650000
79256-4,4,5,2,4,Uvaranas,230,650000
154546-4,3,3,1,1,Oficinas,180,650000
128526-4,4,2,1,2,Neves,178,650000
143442-4,3,2,2,2,Orfãs,445,650000
148251-4,3,2,0,2,Nova Rússia,237,650000
148013-4,4,4,1,3,Uvaranas,896,650000
23504-4,7,4,2,6,Jardim Carvalho,420,650000
145684-4,3,3,1,1,Chapada,220,650000
154409-4,3,3,1,4,Oficinas,280,650000
151175-4,5,3,2,4,Oficinas,230,650000
133639-4,4,2,1,1,Orfãs,512,650000
128595-4,3,2,1,2,Jardim Carvalho,161,650000
119189-4,3,2,0,2,Oficinas,230,650000
131516-4,3,4,1,2,Oficinas,490,650000
129493-4,4,3,1,5,Uvaranas,173,650000
96025-4,4,1,1,3,Centro,232,650000
42619-4,5,6,2,2,Oficinas,260,650000
132664-4,3,1,0,2,Jardim Carvalho,300,650000
131738-4,3,1,0,2,Ronda,235,650000
111304-4,4,4,1,1,Orfãs,230,650000
126474-4,4,2,1,2,Estrela,222,650000
130854-4,4,3,1,5,Uvaranas,260,650000
119325-4,3,2,0,2,Colônia Dona Luiza,280,650000
133460-4,4,2,1,3,Orfãs,231,650000
154909-4,3,4,3,2,Uvaranas,182,650000
96527-4,4,3,1,3,Estrela,249,650000
154699-4,4,2,2,2,Orfãs,324,650000
126335-4,3,2,1,2,Oficinas,200,650000
148736-4,3,3,0,1,Estrela,333,650000
126539-4,3,3,1,3,Estrela,155,650000
144750-4,3,3,1,2,Estrela,247,650000
146269-4,4,4,0,1,Neves,300,650000
17685-4,3,3,1,2,Oficinas,165,650000
133760-4,3,2,0,2,Nova Rússia,237,650000
144972-4,3,1,0,3,Orfãs,210,650000
143386-4,4,4,1,5,Oficinas,160,650000
118950-4,3,2,0,2,Ronda,115,650000
142840-4,3,4,2,5,Jardim Carvalho,134,649000
154650-4,3,2,1,4,Contorno / Sta. Paula,462,640000
125893-4,3,2,1,3,Centro,440,639000
100709-4,3,2,1,1,Orfãs,140,636000
73824-4,3,2,0,2,Colônia Dona Luiza,832,630000
132911-4,4,3,1,2,Orfãs,660,630000
147581-4,5,3,1,2,Nova Rússia,215,625000
134596-4,4,1,0,2,Uvaranas,605,620000
132435-4,3,2,1,2,Jardim Carvalho,210,620000
85786-4,3,3,1,3,Jardim Carvalho,200,620000
146209-4,3,2,0,2,Nova Rússia,225,620000
109512-4,3,2,0,2,Nova Rússia,237,620000
130881-4,4,3,1,2,Jardim Carvalho,241,620000
147438-4,3,3,1,2,Uvaranas,177,620000
106972-4,3,2,1,3,Jardim Carvalho,257,620000
143459-4,3,3,0,3,Estrela,614,614000
22922-4,4,2,1,4,Oficinas,500,610000
102672-4,4,3,1,4,Ronda,160,600000
106950-4,4,2,1,2,Uvaranas,250,600000
127503-4,3,5,1,2,Nova Rússia,275,600000
107140-4,3,2,1,2,Nova Rússia,448,600000
127513-4,4,3,1,5,Uvaranas,260,600000
20900-4,4,1,2,5,Ronda,990,600000
133362-4,3,3,2,2,Jardim Carvalho,600,600000
134573-4,3,2,1,1,Oficinas,220,600000
151076-4,4,2,1,2,Oficinas,156,600000
151077-4,4,2,1,2,Oficinas,156,600000
143207-4,4,3,2,5,Nova Rússia,363,600000
21788-4,3,1,0,1,Oficinas,490,600000
131473-4,3,2,0,2,Orfãs,462,600000
128520-4,3,2,0,4,Centro,384,600000
119122-4,3,2,0,3,Centro,165,600000
146844-4,3,2,1,2,Uvaranas,248,600000
147067-4,3,3,1,4,Jardim Carvalho,170,600000
148449-4,4,3,1,2,Uvaranas,521,600000
128635-4,3,2,0,2,Olarias,196,600000
128636-4,3,2,1,6,Estrela,333,600000
129499-4,3,2,1,2,Oficinas,180,600000
133434-4,5,2,1,1,Oficinas,170,600000
147123-4,3,1,1,6,Uvaranas,330,600000
130447-4,4,3,1,2,Estrela,462,600000
132951-4,3,2,0,2,Oficinas,241,600000
151330-4,4,1,0,2,Boa Vista,219,600000
107549-4,3,2,1,3,Estrela,462,600000
150732-4,3,3,1,2,Uvaranas,164,600000
129054-4,2,3,1,3,Oficinas,712,600000
144015-4,3,3,0,3,Orfãs,528,600000
101682-4,3,1,1,4,Uvaranas,230,600000
146979-4,4,3,1,4,Nova Rússia,448,600000
148163-4,3,2,1,2,Nova Rússia,275,600000
127037-4,3,3,1,3,Orfãs,162,600000
154479-4,3,2,0,2,Jardim Carvalho,180,600000
134243-4,3,1,0,2,Oficinas,220,600000
133053-4,3,2,1,2,Uvaranas,173,600000
102659-4,3,4,1,3,Uvaranas,436,600000
118964-4,3,2,0,2,Oficinas,212,598000
68413-4,3,2,1,3,Oficinas,241,595000
154154-4,3,2,1,2,Oficinas,241,595000
96210-4,3,1,1,2,Jardim Carvalho,226,595000
150697-4,3,4,1,2,Jardim Carvalho,147,595000
150698-4,3,3,0,2,Jardim Carvalho,147,595000
142700-4,4,2,1,2,Oficinas,300,590000
131488-4,3,1,0,2,Uvaranas,660,590000
134630-4,3,1,0,3,Centro,118,590000
107472-4,3,2,0,1,Centro,110,590000
143095-4,3,3,1,2,Estrela,260,590000
147201-4,3,3,1,2,Jardim Carvalho,170,590000
126151-4,5,3,1,2,Boa Vista,215,590000
23624-4,3,3,1,5,Uvaranas,1000,580000
127680-4,3,3,1,3,Uvaranas,235,580000
131510-4,2,2,0,2,Oficinas,420,580000
131514-4,3,2,1,3,Jardim Carvalho,327,580000
85503-4,3,3,0,3,Orfãs,538,580000
125933-4,3,3,1,2,Nova Rússia,237,580000
148078-4,3,4,2,2,Jardim Carvalho,382,580000
128742-4,3,2,0,2,Jardim Carvalho,241,580000
142641-4,2,1,0,2,Uvaranas,140,580000
104246-4,3,3,1,1,Orfãs,485,580000
109619-4,3,1,1,3,Oficinas,241,580000
130711-4,4,5,0,2,Nova Rússia,400,580000
134255-4,3,1,0,2,Cará-cará,178,580000
134256-4,3,1,1,2,Cará-cará,178,580000
128858-4,3,1,1,2,Oficinas,241,575000
155042-4,3,4,2,2,Ronda,190,570000
154624-4,3,4,2,2,Ronda,190,570000
128579-4,3,2,1,3,Ronda,363,570000
129262-4,3,3,1,1,Estrela,236,570000
148981-4,3,2,1,2,Boa Vista,205,560000
154120-4,3,2,1,2,Jardim Carvalho,241,560000
146389-4,3,2,1,2,Oficinas,200,560000
120222-4,3,2,1,3,Ronda,300,560000
146204-4,4,4,2,4,Nova Rússia,200,560000
147373-4,3,2,1,2,Uvaranas,260,560000
153986-4,3,2,1,2,Boa Vista,219,560000
144553-4,3,3,1,2,Jardim Carvalho,170,550000
134539-4,4,3,1,4,Orfãs,160,550000
148956-4,3,2,1,2,Ronda,115,550000
144781-4,3,2,0,3,Centro,130,550000
144782-4,3,1,0,3,Centro,128,550000
146096-4,4,2,1,4,Colônia Dona Luiza,243,550000
146101-4,5,3,0,2,Nova Rússia,215,550000
151125-4,4,3,1,3,Jardim Carvalho,432,550000
127581-4,4,3,1,2,Nova Rússia,320,550000
109265-4,3,1,0,2,Boa Vista,219,550000
143718-4,3,3,1,1,Centro,130,550000
39269-4,3,2,1,1,Uvaranas,173,550000
103091-4,3,3,1,2,Boa Vista,480,550000
40484-4,3,2,2,4,Uvaranas,720,550000
154602-4,3,2,0,3,Centro,384,550000
51581-4,3,1,1,2,Centro,448,550000
147604-4,4,1,1,2,Olarias,226,550000
133447-4,2,1,0,2,Oficinas,520,550000
145331-4,3,2,0,2,Uvaranas,173,550000
120030-4,4,1,0,2,Colônia Dona Luiza,224,550000
154685-4,3,2,1,3,Orfãs,324,550000
143998-4,3,3,0,2,Centro,130,550000
132984-4,4,3,1,2,Jardim Carvalho,225,550000
145552-4,3,2,0,2,Uvaranas,173,550000
130307-4,3,3,0,2,Nova Rússia,159,550000
143799-4,3,2,0,2,Nova Rússia,237,550000
129059-4,3,1,0,2,Uvaranas,360,550000
148734-4,3,2,0,2,Uvaranas,173,550000
120314-4,3,1,0,3,Orfãs,162,550000
127038-4,3,3,1,3,Orfãs,324,550000
127039-4,3,3,1,3,Orfãs,162,550000
93628-4,4,3,1,3,Oficinas,221,550000
102388-4,3,3,1,2,Oficinas,500,550000
150415-4,4,2,0,4,Oficinas,293,550000
132327-4,3,2,0,2,Nova Rússia,237,550000
107006-4,3,2,1,1,Uvaranas,220,550000
150788-4,3,2,1,2,Colônia Dona Luiza,180,550000
147235-4,5,5,3,5,Uvaranas,397,550000
128972-4,3,2,1,5,Colônia Dona Luiza,243,550000
151636-4,2,3,2,3,Jardim Carvalho,134,547000
146452-4,2,2,0,2,Jardim Carvalho,180,545000
118998-4,3,2,0,2,Jardim Carvalho,195,540000
127375-4,2,1,0,2,Oficinas,152,540000
118708-4,4,1,0,2,Contorno / Sta. Paula,120,540000
147172-4,3,4,1,2,Oficinas,180,540000
147485-4,3,3,1,2,Uvaranas,185,535000
145733-4,3,2,1,2,Uvaranas,184,535000
130937-4,5,3,0,2,Nova Rússia,210,532000
127759-4,4,3,1,2,Nova Rússia,210,532000
118137-4,4,3,1,2,Nova Rússia,237,532000
150789-4,3,2,1,2,Nova Rússia,202,532000
151169-4,3,3,0,3,Orfãs,207,530000
146632-4,3,2,0,4,Boa Vista,226,530000
154654-4,2,3,0,2,Neves,225,530000
132233-4,3,2,1,2,Estrela,333,530000
110649-4,3,2,1,2,Boa Vista,205,530000
154024-4,3,2,1,3,Orfãs,324,530000
127435-4,3,2,0,1,Jardim Carvalho,140,530000
129878-4,3,3,1,2,Nova Rússia,180,520000
147724-4,2,2,1,2,Contorno / Sta. Paula,220,520000
127534-4,2,3,0,2,Neves,348,520000
146356-4,3,2,1,2,Jardim Carvalho,241,520000
154401-4,3,3,1,2,Uvaranas,150,520000
119298-4,3,2,0,2,Colônia Dona Luiza,222,520000
119785-4,3,1,0,2,Uvaranas,660,520000
107578-4,3,1,1,1,Oficinas,462,520000
134476-4,2,1,0,2,Oficinas,125,520000
134477-4,2,2,1,2,Oficinas,125,520000
146224-4,3,2,0,2,Boa Vista,864,518000
147270-4,3,1,1,2,Jardim Carvalho,163,510000
153605-4,4,2,1,2,Jardim Carvalho,155,510000
144409-4,3,2,1,2,Orfãs,300,510000
151174-4,3,2,0,2,Oficinas,177,510000
125969-4,3,4,1,5,Jardim Carvalho,241,510000
146005-4,3,2,0,3,Jardim Carvalho,145,510000
118948-4,3,2,0,2,Contorno / Sta. Paula,243,510000
154081-4,2,2,1,1,Oficinas,241,500000
153594-4,3,1,0,2,Chapada,130,500000
129022-4,3,2,1,2,Nova Rússia,237,500000
131694-4,2,2,1,2,Chapada,350,500000
146339-4,3,2,0,3,Centro,384,500000
127612-4,4,2,0,3,Jardim Carvalho,241,500000
120176-4,2,1,0,3,Centro,228,500000
146378-4,4,2,0,1,Centro,384,500000
127672-4,3,3,1,2,Nova Rússia,140,500000
119160-4,3,2,0,2,Uvaranas,164,500000
128593-4,3,2,0,2,Uvaranas,173,500000
84064-4,3,2,1,2,Nova Rússia,180,500000
129949-4,4,3,1,2,Oficinas,241,500000
143717-4,3,1,0,1,Centro,128,500000
146868-4,3,3,1,2,Nova Rússia,180,500000
52080-4,3,2,1,2,Oficinas,140,500000
67410-4,3,2,1,1,Estrela,410,500000
142567-4,3,2,0,3,Oficinas,100,500000
142568-4,3,3,1,3,Orfãs,226,500000
118687-4,3,1,0,3,Centro,120,500000
151331-4,3,1,0,2,Oficinas,241,500000
119340-4,3,2,0,2,Uvaranas,150,500000
127055-4,3,1,0,1,Nova Rússia,330,500000
130047-4,3,2,1,4,Oficinas,241,500000
143999-4,3,1,0,1,Centro,128,500000
134696-4,3,1,0,2,Nova Rússia,110,500000
144944-4,3,3,1,2,Nova Rússia,200,500000
109623-4,3,2,0,2,Nova Rússia,237,500000
148359-4,3,4,1,3,Oficinas,250,500000
106942-4,3,3,0,4,Jardim Carvalho,170,500000
102061-4,3,2,1,2,Oficinas,270,500000
17880-4,4,2,0,3,Jardim Carvalho,200,500000
132848-4,4,1,1,2,Oficinas,183,499000
110476-4,3,3,1,2,Oficinas,180,499000
111356-4,3,3,0,2,Oficinas,241,499000
154322-4,3,3,1,1,Oficinas,104,499000
107039-4,4,4,1,1,Oficinas,480,499000
142969-4,3,2,1,3,Contorno / Sta. Paula,240,495000
127707-4,3,2,0,1,Uvaranas,76,495000
142441-4,4,3,1,4,Contorno / Sta. Paula,240,495000
142847-4,3,3,1,2,Oficinas,165,495000
154010-4,3,1,1,3,Uvaranas,173,495000
134746-4,3,3,1,3,Colônia Dona Luiza,180,495000
102670-4,3,3,1,3,Ronda,170,490000
127461-4,3,3,1,2,Nova Rússia,135,490000
129895-4,5,2,2,2,Nova Rússia,264,490000
108987-4,3,3,0,3,Estrela,540,490000
105657-4,3,2,0,2,Olarias,314,490000
119920-4,2,4,0,3,Orfãs,189,490000
125797-4,3,1,0,4,Neves,178,490000
147088-4,4,1,2,4,Contorno / Sta. Paula,307,490000
133396-4,3,3,1,2,Uvaranas,207,490000
154167-4,3,2,1,2,Jardim Carvalho,241,490000
96432-4,3,1,0,2,Neves,282,490000
144248-4,3,2,0,3,Centro,384,490000
147403-4,3,1,0,4,Neves,282,490000
127448-4,3,2,1,2,Uvaranas,462,490000
143411-4,3,3,0,4,Neves,528,480000
131475-4,3,3,0,2,Chapada,214,480000
107292-4,3,1,0,2,Olarias,164,480000
154158-4,3,2,1,2,Jardim Carvalho,241,480000
134110-4,3,2,2,2,Colônia Dona Luiza,243,480000
111323-4,4,3,1,1,Uvaranas,173,480000
107371-4,3,2,1,1,Uvaranas,170,480000
150849-4,3,3,1,3,Estrela,201,480000
61858-4,3,3,1,3,Oficinas,544,480000
109464-4,3,2,0,2,Ronda,225,480000
107520-4,3,1,1,2,Uvaranas,462,480000
125216-4,4,3,1,1,Uvaranas,173,480000
128853-4,3,2,1,6,Uvaranas,173,480000
146479-4,4,4,2,3,Uvaranas,220,480000
126133-4,3,3,1,2,Jardim Carvalho,160,480000
148181-4,3,3,1,2,Jardim Carvalho,116,480000
154486-4,3,2,1,2,Contorno / Sta. Paula,177,480000
118965-4,3,2,0,2,Nova Rússia,222,480000
146516-4,3,2,1,4,Jardim Carvalho,150,475000
147119-4,3,3,1,2,Jardim Carvalho,150,475000
146050-4,3,3,1,4,Jardim Carvalho,462,475000
127321-4,3,2,0,2,Jardim Carvalho,800,470000
76323-4,3,2,1,2,Oficinas,488,470000
151070-4,3,2,0,3,Estrela,200,470000
154805-4,2,1,0,2,Cará-cará,200,470000
131515-4,3,2,1,3,Uvaranas,327,470000
133653-4,3,3,0,1,Uvaranas,140,470000
108451-4,3,3,0,2,Uvaranas,190,470000
145977-4,3,4,3,3,Oficinas,117,470000
151324-4,3,3,1,3,Estrela,333,470000
132079-4,3,3,1,3,Uvaranas,528,470000
118850-4,3,2,0,2,Contorno / Sta. Paula,120,470000
128866-4,3,1,1,4,Oficinas,241,470000
151651-4,4,2,0,2,Uvaranas,220,470000
146536-4,3,2,0,2,Oficinas,241,470000
119887-4,3,4,1,2,Uvaranas,230,469000
100045-4,2,1,0,2,Contorno / Sta. Paula,145,465000
154631-4,3,2,1,2,Uvaranas,120,460000
128859-4,4,1,1,3,Estrela,333,460000
147596-4,3,3,1,2,Colônia Dona Luiza,125,460000
149081-4,3,1,1,2,Orfãs,84,460000
150862-4,2,1,1,1,Cará-cará,134,460000
119800-4,4,3,1,3,Oficinas,502,460000
145779-4,3,1,1,2,Nova Rússia,120,460000
147655-4,3,1,0,2,Colônia Dona Luiza,125,460000
146716-4,3,3,1,3,Uvaranas,181,460000
154735-4,3,3,1,2,Colônia Dona Luiza,330,460000
154480-4,3,2,0,2,Boa Vista,759,455000
146515-4,3,4,0,2,Uvaranas,160,450000
148198-4,3,3,0,3,Estrela,333,450000
154087-4,3,1,1,1,Nova Rússia,237,450000
150811-4,3,4,0,2,Oficinas,220,450000
20888-4,3,3,1,2,Boa Vista,735,450000
98890-4,5,3,1,5,Orfãs,318,450000
102764-4,4,3,2,3,Chapada,652,450000
151067-4,3,3,1,1,Oficinas,223,450000
154362-4,6,2,0,2,Chapada,200,450000
21265-4,3,3,1,3,Estrela,170,450000
110121-4,3,1,0,3,Nova Rússia,237,450000
129909-4,7,2,1,1,Boa Vista,219,450000
107254-4,3,2,1,2,Nova Rússia,495,450000
148249-4,3,2,0,2,Chapada,212,450000
110208-4,4,1,2,2,Uvaranas,275,450000
119133-4,3,2,0,2,Ronda,380,450000
119138-4,3,2,0,2,Contorno / Sta. Paula,47,450000
129460-4,3,2,0,2,Jardim Carvalho,241,450000
131494-4,4,2,0,2,Orfãs,384,450000
133410-4,3,2,0,3,Centro,291,450000
143925-4,4,4,3,2,Chapada,300,450000
143223-4,5,2,0,2,Chapada,225,450000
127687-4,3,4,1,2,Centro,280,450000
119182-4,3,2,0,2,Boa Vista,75,450000
129494-4,4,2,1,4,Oficinas,241,450000
151286-4,4,2,0,3,Neves,194,450000
128623-4,3,2,0,2,Uvaranas,173,450000
106183-4,4,3,1,3,Ronda,225,450000
132440-4,3,2,0,2,Chapada,212,450000
131066-4,2,1,0,2,Contorno / Sta. Paula,45,450000
128100-4,3,2,1,3,Estrela,200,450000
128646-4,3,2,1,2,Uvaranas,173,450000
142825-4,3,3,1,2,Jardim Carvalho,127,450000
144436-4,3,3,1,3,Jardim Carvalho,149,450000
147128-4,3,1,0,6,Estrela,462,450000
119236-4,3,2,0,2,Oficinas,223,450000
142833-4,3,3,1,2,Oficinas,223,450000
132682-4,3,2,1,2,Nova Rússia,160,450000
130653-4,4,2,0,4,Boa Vista,219,450000
126465-4,3,2,1,2,Estrela,333,450000
128704-4,3,3,1,2,Uvaranas,173,450000
128714-4,3,2,1,2,Uvaranas,173,450000
128715-4,3,2,0,2,Oficinas,241,450000
96252-4,3,1,2,2,Nova Rússia,210,450000
125967-4,3,3,1,3,Uvaranas,173,450000
125968-4,5,2,0,2,Centro,200,450000
119331-4,3,2,0,2,Boa Vista,190,450000
128808-4,3,2,1,2,Uvaranas,173,450000
107532-4,3,2,1,1,Boa Vista,139,450000
132511-4,2,2,0,5,Orfãs,324,450000
131819-4,3,1,0,1,Uvaranas,151,450000
128855-4,3,2,1,2,Jardim Carvalho,241,450000
143338-4,3,3,1,2,Estrela,99,450000
144019-4,4,2,2,2,Chapada,300,450000
120341-4,3,1,0,2,Oficinas,122,450000
154039-4,3,2,1,2,Estrela,333,450000
128906-4,3,2,1,2,Oficinas,241,450000
145817-4,3,3,1,2,Oficinas,225,450000
128943-4,3,2,0,2,Nova Rússia,237,450000
148936-4,3,2,0,2,Boa Vista,157,450000
129110-4,3,3,1,2,Nova Rússia,195,450000
98258-4,4,3,1,2,Oficinas,223,450000
146864-4,3,2,1,1,Jardim Carvalho,116,449000
143461-4,3,3,0,3,Estrela,445,445000
127645-4,3,3,1,2,Estrela,139,440000
131536-4,3,2,1,2,Chapada,462,440000
107456-4,3,1,1,1,Estrela,139,440000
129917-4,3,3,1,2,Chapada,215,440000
110774-4,3,2,0,1,Ronda,363,440000
148737-4,3,3,0,1,Estrela,333,440000
150809-4,3,4,1,2,Oficinas,220,435000
148417-4,3,4,1,2,Oficinas,153,435000
107450-4,2,1,1,2,Oficinas,110,435000
146279-4,3,1,0,2,Oficinas,387,435000
107783-4,3,1,1,1,Oficinas,241,435000
148420-4,3,1,0,2,Uvaranas,440,430000
151066-4,3,3,1,1,Boa Vista,150,430000
143878-4,3,2,0,2,Colônia Dona Luiza,437,430000
105522-4,4,2,1,1,Oficinas,462,430000
99548-4,3,1,1,1,Estrela,400,430000
131498-4,4,3,1,2,Uvaranas,429,430000
147856-4,4,2,0,1,Uvaranas,185,430000
131088-4,3,1,0,2,Uvaranas,131,430000
125526-4,3,1,0,1,Orfãs,130,430000
126530-4,3,3,1,2,Jardim Carvalho,133,430000
107591-4,3,2,0,3,Uvaranas,170,430000
110758-4,3,2,1,1,Jardim Carvalho,135,430000
147484-4,3,2,1,1,Jardim Carvalho,116,429000
148182-4,3,2,1,2,Jardim Carvalho,116,429000
147418-4,3,2,1,1,Jardim Carvalho,129,425000
117947-4,3,4,1,3,Jardim Carvalho,241,425000
109683-4,3,2,1,3,Jardim Carvalho,241,425000
109684-4,3,2,0,3,Jardim Carvalho,241,425000
118974-4,3,2,0,2,Oficinas,160,425000
145000-4,3,2,1,2,Jardim Carvalho,200,420000
142945-4,3,2,0,2,Oficinas,490,420000
146111-4,2,1,1,2,Oficinas,144,420000
99658-4,3,1,1,2,Uvaranas,560,420000
154828-4,3,3,1,2,Orfãs,324,420000
150646-4,3,2,1,2,Colônia Dona Luiza,153,420000
144622-4,4,3,2,3,Nova Rússia,98,420000
145499-4,3,2,2,2,Chapada,155,420000
118491-4,3,1,0,2,Oficinas,94,420000
120461-4,2,3,1,2,Oficinas,238,420000
128648-4,3,2,0,4,Centro,384,420000
126342-4,3,3,1,2,Nova Rússia,110,420000
133012-4,5,3,0,5,Uvaranas,173,420000
106329-4,3,3,1,2,Oficinas,400,420000
111386-4,3,2,1,2,Oficinas,177,420000
104625-4,3,2,1,1,Jardim Carvalho,120,420000
148945-4,3,3,2,3,Estrela,412,420000
127563-4,1,1,1,4,Uvaranas,200,415000
125860-4,3,3,0,1,Uvaranas,196,415000
154007-4,3,2,1,2,Estrela,333,415000
127441-4,3,3,1,2,Ronda,129,415000
144089-4,3,2,0,2,Uvaranas,133,410000
107134-4,4,2,0,2,Boa Vista,409,410000
127590-4,3,1,1,2,Ronda,100,410000
151158-4,3,3,1,3,Colônia Dona Luiza,160,410000
133626-4,3,3,1,1,Oficinas,123,410000
145738-4,3,3,1,4,Cará-cará,130,410000
154657-4,3,3,1,4,Estrela,137,410000
132281-4,3,2,1,2,Oficinas,150,410000
128962-4,3,1,1,1,Uvaranas,173,410000
127646-4,3,3,1,2,Estrela,128,403000
107463-4,3,1,1,1,Estrela,128,403000
128027-4,3,3,1,2,Estrela,128,403000
154655-4,3,3,1,2,Jardim Carvalho,107,402800
134779-4,3,3,0,3,Estrela,415,400000
98506-4,3,2,1,2,Oficinas,119,400000
145853-4,3,2,1,1,Jardim Carvalho,123,400000
132610-4,3,2,0,1,Uvaranas,170,400000
151065-4,3,2,1,2,Boa Vista,180,400000
127327-4,3,1,0,2,Uvaranas,275,400000
143875-4,3,2,0,2,Colônia Dona Luiza,300,400000
77691-4,4,2,0,2,Oficinas,215,400000
147278-4,2,2,0,2,Ronda,65,400000
128396-4,2,1,0,2,Uvaranas,80,400000
146854-4,3,2,0,2,Cará-cará,206,400000
119161-4,3,2,0,2,Neves,180,400000
131513-4,3,2,0,2,Boa Vista,420,400000
128612-4,2,2,0,3,Centro,384,400000
96129-4,3,1,1,2,Contorno / Sta. Paula,140,400000
154213-4,3,2,1,2,Oficinas,113,400000
132719-4,3,3,1,1,Estrela,116,400000
129264-4,3,2,0,2,Chapada,172,400000
128767-4,3,2,1,2,Chapada,212,400000
148668-4,4,3,0,3,Centro,384,400000
148669-4,4,3,0,3,Centro,384,400000
132992-4,3,2,1,1,Jardim Carvalho,248,400000
128827-4,2,3,2,2,Uvaranas,173,400000
104184-4,3,3,1,2,Contorno / Sta. Paula,160,400000
130304-4,3,2,0,2,Boa Vista,150,400000
151647-4,3,2,1,2,Neves,210,400000
118869-4,3,2,0,2,Contorno / Sta. Paula,190,400000
148356-4,3,2,0,2,Uvaranas,155,400000
104551-4,3,2,0,2,Neves,178,400000
148922-4,3,2,1,2,Chapada,560,400000
106481-4,3,2,1,2,Nova Rússia,237,400000
132792-4,3,1,1,2,Jardim Carvalho,136,400000
130345-4,3,1,0,2,Uvaranas,170,400000
109766-4,4,2,0,2,Boa Vista,219,400000
131656-4,3,2,0,3,Centro,291,400000
153674-4,3,3,1,2,Jardim Carvalho,241,399000
154053-4,3,1,1,2,Ronda,225,399000
134129-4,3,1,0,3,Orfãs,98,398000
131950-4,3,3,1,4,Uvaranas,150,395000
128656-4,3,1,0,2,Nova Rússia,237,395000
143485-4,2,1,0,3,Contorno / Sta. Paula,110,395000
143779-4,3,2,1,2,Oficinas,177,395000
130735-4,3,2,1,1,Oficinas,115,395000
132111-4,3,1,0,3,Neves,607,390000
130977-4,3,3,0,2,Boa Vista,210,390000
102738-4,3,3,1,3,Chapada,195,390000
111451-4,3,2,0,2,Uvaranas,462,390000
146568-4,3,4,2,2,Neves,260,390000
119048-4,3,2,0,2,Contorno / Sta. Paula,288,390000
111016-4,3,1,0,2,Uvaranas,173,390000
99716-4,3,2,0,2,Uvaranas,173,390000
142995-4,3,4,1,2,Uvaranas,170,390000
131539-4,3,1,0,3,Neves,607,390000
130290-4,7,2,1,1,Boa Vista,250,390000
150755-4,2,1,0,2,Uvaranas,100,390000
154027-4,3,1,1,4,Uvaranas,173,390000
111165-4,3,3,1,2,Oficinas,120,390000
134269-4,3,2,0,2,Oficinas,180,390000
135030-4,3,2,1,6,Ronda,225,390000
148944-4,2,2,0,2,Oficinas,120,390000
119276-4,3,1,0,2,Jardim Carvalho,100,385000
110729-4,2,2,1,4,Uvaranas,250,385000
154004-4,3,2,0,2,Oficinas,241,385000
153591-4,3,1,1,2,Jardim Carvalho,133,380000
